label,config_id,n_restarts,n_nucleated,q_nuc,mean_t_nuc_observed,p_seed,c_seed,seed_compactness,seed_bbox_area,seed_rg,seed_perimeter,seed_perimeter_to_area,p_ordered_seed,c_ordered_seed,ordered_seed_compactness,ordered_seed_bbox_area,ordered_seed_rg,ordered_seed_perimeter,ordered_seed_perimeter_to_area
1.1,3,16,3,0.1875,211.5,0.06640625,8.0,0.6666666666666666,12.0,1.7275343701356567,18.0,2.25,0.0,0.0,0.0,0.0,,0.0,
1.1,4,16,7,0.4375,197.58571428571432,0.077392578125,8.0,0.6666666666666666,12.0,1.299038105676658,14.0,1.75,0.0,0.0,0.0,0.0,,0.0,
1.1,5,16,4,0.25,168.85,0.079345703125,11.0,0.6111111111111112,18.0,1.7486712783337586,22.0,2.0,0.0,0.0,0.0,0.0,,0.0,
1.1,6,16,7,0.4375,199.91428571428574,0.08056640625,11.0,0.55,20.0,1.4993111365882401,18.0,1.6363636363636365,0.0,0.0,0.0,0.0,,0.0,
1.1,7,16,6,0.375,176.1833333333333,0.075927734375,10.0,0.625,16.0,1.374772708486752,16.0,1.6,0.0,0.0,0.0,0.0,,0.0,
1.2,0,16,7,0.4375,197.0,0.096435546875,11.0,0.7333333333333333,15.0,1.378704626191191,16.0,1.4545454545454546,0.0,0.0,0.0,0.0,,0.0,
1.2,1,16,3,0.1875,258.43333333333334,0.08984375,12.0,0.8,15.0,1.467234738471584,16.0,1.3333333333333333,0.0,0.0,0.0,0.0,,0.0,
1.2,2,16,5,0.3125,175.1,0.083984375,12.0,0.42857142857142855,28.0,2.223610677354389,24.0,2.0,0.0,0.0,0.0,0.0,,0.0,
1.2,3,16,6,0.375,177.61666666666667,0.08544921875,10.0,0.5555555555555556,18.0,1.7435595774162693,22.0,2.2,0.0,0.0,0.0,0.0,,0.0,
1.2,4,16,7,0.4375,195.5,0.082275390625,12.0,0.5,24.0,1.8689717910004837,24.0,2.0,0.0,0.0,0.0,0.0,,0.0,
1.2,5,16,3,0.1875,188.63333333333335,0.08447265625,15.0,0.6,25.0,1.6865480854231356,22.0,1.4666666666666666,0.0,0.0,0.0,0.0,,0.0,
1.2,6,16,2,0.125,201.95000000000002,0.10205078125,17.0,0.5666666666666667,30.0,1.8933502281683625,26.0,1.5294117647058822,0.0,0.0,0.0,0.0,,0.0,
1.2,7,16,4,0.25,187.75,0.096923828125,19.0,0.5277777777777778,36.0,1.8741572436594585,26.0,1.368421052631579,0.0,0.0,0.0,0.0,,0.0,
1.5,0,16,4,0.25,186.82500000000002,0.130615234375,21.0,0.7,30.0,2.110335219634318,30.0,1.4285714285714286,0.0,0.0,0.0,0.0,,0.0,
1.5,1,16,1,0.0625,88.10000000000001,0.129638671875,25.0,0.3472222222222222,72.0,3.094769781421552,46.0,1.84,0.0,0.0,0.0,0.0,,0.0,
1.5,2,16,7,0.4375,199.0285714285714,0.120849609375,12.0,0.6,20.0,1.674979270186815,22.0,1.8333333333333333,0.0,0.0,0.0,0.0,,0.0,
1.5,3,16,7,0.4375,218.0,0.1328125,11.0,0.5238095238095238,21.0,1.7721444263289026,20.0,1.8181818181818181,0.0,0.0,0.0,0.0,,0.0,
1.5,4,16,2,0.125,224.6,0.125244140625,14.0,0.3888888888888889,36.0,2.050385727772475,24.0,1.7142857142857142,0.0,0.0,0.0,0.0,,0.0,
1.5,5,16,2,0.125,230.10000000000002,0.131103515625,19.0,0.5428571428571428,35.0,2.2230223244150396,30.0,1.5789473684210527,0.0,0.0,0.0,0.0,,0.0,
1.5,6,16,9,0.5625,194.30000000000004,0.129638671875,11.0,0.55,20.0,1.4937887931959075,20.0,1.8181818181818181,0.0,0.0,0.0,0.0,,0.0,
1.5,7,16,4,0.25,178.85000000000002,0.134765625,13.0,0.7222222222222222,18.0,1.587674418503869,18.0,1.3846153846153846,0.0,0.0,0.0,0.0,,0.0,
2.0,0,16,8,0.5,164.875,0.19677734375,22.0,0.4074074074074074,54.0,2.596883064924673,36.0,1.6363636363636365,0.0,0.0,0.0,0.0,,0.0,
2.0,1,16,4,0.25,183.75,0.19287109375,23.0,0.4107142857142857,56.0,2.468707750709285,44.0,1.9130434782608696,0.0,0.0,0.0,0.0,,0.0,
2.0,2,16,3,0.1875,176.33333333333334,0.191162109375,27.0,0.35064935064935066,77.0,3.590491940265826,48.0,1.7777777777777777,0.0,0.0,0.0,0.0,,0.0,
2.0,3,16,4,0.25,166.15,0.188232421875,24.0,0.3333333333333333,72.0,2.856218848602311,44.0,1.8333333333333333,0.0,0.0,0.0,0.0,,0.0,
2.0,4,16,7,0.4375,180.62857142857143,0.183349609375,19.0,0.38,50.0,2.9445475222524977,38.0,2.0,0.0,0.0,0.0,0.0,,0.0,
2.0,5,16,3,0.1875,160.23333333333335,0.191162109375,31.0,0.5740740740740741,54.0,2.5915093894703136,42.0,1.3548387096774193,0.0,0.0,0.0,0.0,,0.0,
2.0,6,16,7,0.4375,180.61428571428573,0.18408203125,29.0,0.32222222222222224,90.0,3.552895688935519,52.0,1.793103448275862,0.0,0.0,0.0,0.0,,0.0,
2.0,7,16,8,0.5,200.925,0.19189453125,30.0,0.3409090909090909,88.0,3.592739592257944,54.0,1.8,0.0,0.0,0.0,0.0,,0.0,
3.0,0,16,3,0.1875,201.9,0.295654296875,41.0,0.36607142857142855,112.0,3.9338673483098985,58.0,1.4146341463414633,0.000244140625,1.0,1.0,1.0,0.0,4.0,4.0
3.0,1,16,4,0.25,183.85000000000002,0.2763671875,52.0,0.37142857142857144,140.0,4.374820368248035,76.0,1.4615384615384615,0.0,0.0,0.0,0.0,,0.0,
3.0,2,16,6,0.375,180.46666666666667,0.312744140625,38.0,0.5428571428571428,70.0,3.2442149663551025,52.0,1.368421052631579,0.0009765625,2.0,1.0,2.0,0.5,6.0,3.0
3.0,3,16,7,0.4375,206.7428571428572,0.27734375,31.0,0.3974358974358974,78.0,4.037802639566155,54.0,1.7419354838709677,0.0,0.0,0.0,0.0,,0.0,
3.0,4,16,6,0.375,198.28333333333333,0.28857421875,58.0,0.37662337662337664,154.0,4.549927806459707,86.0,1.4827586206896552,0.0,0.0,0.0,0.0,,0.0,
3.0,5,16,5,0.3125,193.8,0.2685546875,38.0,0.34545454545454546,110.0,3.514217265863019,64.0,1.6842105263157894,0.00048828125,1.0,1.0,1.0,0.0,4.0,4.0
3.0,6,16,11,0.6875,219.5,0.278076171875,29.0,0.4027777777777778,72.0,2.859783050567632,42.0,1.4482758620689655,0.0,0.0,0.0,0.0,,0.0,
3.0,7,16,6,0.375,231.53333333333333,0.264892578125,30.0,0.3333333333333333,90.0,3.411255878216506,50.0,1.6666666666666667,0.0,0.0,0.0,0.0,,0.0,
