label,config_id,restart_id,restart_seed,t_nuc_cluster,nucleated,p_seed,c_seed,seed_compactness,seed_rg,seed_perimeter,seed_perimeter_to_area,p_ordered_seed,c_ordered_seed,ordered_seed_compactness,ordered_seed_rg,ordered_seed_perimeter,ordered_seed_perimeter_to_area
1.05,1,3,1426411,146.6,1,0.067138671875,8.0,0.6666666666666666,1.165922381636102,14.0,1.75,0.0,0.0,0.0,,0.0,
1.05,1,4,1426448,263.4,1,0.067138671875,8.0,0.6666666666666666,1.165922381636102,14.0,1.75,0.0,0.0,0.0,,0.0,
1.05,1,5,1426485,,0,0.067138671875,8.0,0.6666666666666666,1.165922381636102,14.0,1.75,0.0,0.0,0.0,,0.0,
1.05,1,6,1426522,,0,0.067138671875,8.0,0.6666666666666666,1.165922381636102,14.0,1.75,0.0,0.0,0.0,,0.0,
1.05,1,7,1426559,141.1,1,0.067138671875,8.0,0.6666666666666666,1.165922381636102,14.0,1.75,0.0,0.0,0.0,,0.0,
1.05,1,8,1426596,,0,0.067138671875,8.0,0.6666666666666666,1.165922381636102,14.0,1.75,0.0,0.0,0.0,,0.0,
1.05,1,9,1426633,,0,0.067138671875,8.0,0.6666666666666666,1.165922381636102,14.0,1.75,0.0,0.0,0.0,,0.0,
1.05,1,10,1426670,226.8,1,0.067138671875,8.0,0.6666666666666666,1.165922381636102,14.0,1.75,0.0,0.0,0.0,,0.0,
1.05,1,11,1426707,,0,0.067138671875,8.0,0.6666666666666666,1.165922381636102,14.0,1.75,0.0,0.0,0.0,,0.0,
1.05,1,12,1426744,,0,0.067138671875,8.0,0.6666666666666666,1.165922381636102,14.0,1.75,0.0,0.0,0.0,,0.0,
1.05,1,13,1426781,,0,0.067138671875,8.0,0.6666666666666666,1.165922381636102,14.0,1.75,0.0,0.0,0.0,,0.0,
1.05,1,14,1426818,,0,0.067138671875,8.0,0.6666666666666666,1.165922381636102,14.0,1.75,0.0,0.0,0.0,,0.0,
1.05,1,15,1426855,,0,0.067138671875,8.0,0.6666666666666666,1.165922381636102,14.0,1.75,0.0,0.0,0.0,,0.0,
1.05,2,0,1427309,,0,0.067626953125,16.0,0.5,2.2690168575839182,30.0,1.875,0.0,0.0,0.0,,0.0,
1.05,2,1,1427346,,0,0.067626953125,16.0,0.5,2.2690168575839182,30.0,1.875,0.0,0.0,0.0,,0.0,
1.05,2,2,1427383,227.6,1,0.067626953125,16.0,0.5,2.2690168575839182,30.0,1.875,0.0,0.0,0.0,,0.0,
1.05,2,3,1427420,164.20000000000002,1,0.067626953125,16.0,0.5,2.2690168575839182,30.0,1.875,0.0,0.0,0.0,,0.0,
1.05,2,4,1427457,,0,0.067626953125,16.0,0.5,2.2690168575839182,30.0,1.875,0.0,0.0,0.0,,0.0,
1.05,2,5,1427494,196.8,1,0.067626953125,16.0,0.5,2.2690168575839182,30.0,1.875,0.0,0.0,0.0,,0.0,
1.05,2,6,1427531,,0,0.067626953125,16.0,0.5,2.2690168575839182,30.0,1.875,0.0,0.0,0.0,,0.0,
1.05,2,7,1427568,,0,0.067626953125,16.0,0.5,2.2690168575839182,30.0,1.875,0.0,0.0,0.0,,0.0,
1.05,2,8,1427605,,0,0.067626953125,16.0,0.5,2.2690168575839182,30.0,1.875,0.0,0.0,0.0,,0.0,
1.05,2,9,1427642,164.70000000000002,1,0.067626953125,16.0,0.5,2.2690168575839182,30.0,1.875,0.0,0.0,0.0,,0.0,
1.05,2,10,1427679,149.6,1,0.067626953125,16.0,0.5,2.2690168575839182,30.0,1.875,0.0,0.0,0.0,,0.0,
1.05,2,11,1427716,,0,0.067626953125,16.0,0.5,2.2690168575839182,30.0,1.875,0.0,0.0,0.0,,0.0,
1.05,2,12,1427753,,0,0.067626953125,16.0,0.5,2.2690168575839182,30.0,1.875,0.0,0.0,0.0,,0.0,
1.05,2,13,1427790,180.8,1,0.067626953125,16.0,0.5,2.2690168575839182,30.0,1.875,0.0,0.0,0.0,,0.0,
1.05,2,14,1427827,126.5,1,0.067626953125,16.0,0.5,2.2690168575839182,30.0,1.875,0.0,0.0,0.0,,0.0,
1.05,2,15,1427864,,0,0.067626953125,16.0,0.5,2.2690168575839182,30.0,1.875,0.0,0.0,0.0,,0.0,
1.05,3,0,1428318,,0,0.07275390625,6.0,0.6666666666666666,1.0671873729054748,12.0,2.0,0.0,0.0,0.0,,0.0,
1.05,3,1,1428355,,0,0.07275390625,6.0,0.6666666666666666,1.0671873729054748,12.0,2.0,0.0,0.0,0.0,,0.0,
