model,init_mode,N,dx,dt,tmax,preeq_steps,a_f,b,c,D_f,label,a_i,D_i,sample_id,phi_b,phi_s,ordered_threshold,q_threshold,ordered_fraction_threshold,cluster_threshold,p_seed,c_seed,t_nuc_area,t_nuc_cluster,t_tr
phi6,preeq,64,1.0,0.02,200.0,500,0.01,1.0,1.0,0.001,1.5,0.3,0.03,4,0.10050896200520829,0.9949361530051241,0.49746807650256203,0.4949489742783178,0.001,10,0.279541015625,54.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,200.0,500,0.01,1.0,1.0,0.001,2.0,0.3,0.04,0,0.10050896200520829,0.9949361530051241,0.49746807650256203,0.4949489742783178,0.001,10,0.349853515625,35.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,200.0,500,0.01,1.0,1.0,0.001,2.0,0.3,0.04,1,0.10050896200520829,0.9949361530051241,0.49746807650256203,0.4949489742783178,0.001,10,0.34423828125,48.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,200.0,500,0.01,1.0,1.0,0.001,2.0,0.3,0.04,2,0.10050896200520829,0.9949361530051241,0.49746807650256203,0.4949489742783178,0.001,10,0.379150390625,54.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,200.0,500,0.01,1.0,1.0,0.001,2.0,0.3,0.04,3,0.10050896200520829,0.9949361530051241,0.49746807650256203,0.4949489742783178,0.001,10,0.365966796875,75.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,200.0,500,0.01,1.0,1.0,0.001,2.0,0.3,0.04,4,0.10050896200520829,0.9949361530051241,0.49746807650256203,0.4949489742783178,0.001,10,0.3486328125,35.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,200.0,500,0.01,1.0,1.0,0.001,3.0,0.3,0.06,0,0.10050896200520829,0.9949361530051241,0.49746807650256203,0.4949489742783178,0.001,10,0.458251953125,241.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,200.0,500,0.01,1.0,1.0,0.001,3.0,0.3,0.06,1,0.10050896200520829,0.9949361530051241,0.49746807650256203,0.4949489742783178,0.001,10,0.474365234375,168.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,200.0,500,0.01,1.0,1.0,0.001,3.0,0.3,0.06,2,0.10050896200520829,0.9949361530051241,0.49746807650256203,0.4949489742783178,0.001,10,0.466796875,140.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,200.0,500,0.01,1.0,1.0,0.001,3.0,0.3,0.06,3,0.10050896200520829,0.9949361530051241,0.49746807650256203,0.4949489742783178,0.001,10,0.443115234375,202.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,200.0,500,0.01,1.0,1.0,0.001,3.0,0.3,0.06,4,0.10050896200520829,0.9949361530051241,0.49746807650256203,0.4949489742783178,0.001,10,0.434814453125,187.0,nan,nan,nan
