model,init_mode,N,dx,dt,tmax,preeq_steps,a_f,b,c,D_f,label,a_i,D_i,sample_id,phi_b,phi_s,ordered_threshold,q_threshold,ordered_fraction_threshold,cluster_threshold,p_seed,c_seed,p_ordered_seed,c_ordered_seed,seed_compactness,seed_bbox_area,seed_rg,ordered_seed_compactness,ordered_seed_bbox_area,ordered_seed_rg,t_nuc_area,t_nuc_cluster,t_tr
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.009,1.1,0.3,0.022000000000000002,21,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.075439453125,10.0,0.0,0.0,0.8333333333333334,12.0,1.284523257866513,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.009,1.1,0.3,0.022000000000000002,22,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.0634765625,7.0,0.0,0.0,0.5833333333333334,12.0,1.3401187885209798,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.009,1.1,0.3,0.022000000000000002,23,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.0849609375,9.0,0.0,0.0,0.45,20.0,1.4989708403591155,0.0,0.0,nan,80.0,81.60000000000001,132.1863668230599
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.009,1.1,0.3,0.022000000000000002,24,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.08056640625,12.0,0.0,0.0,0.75,16.0,1.4043582955293932,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.009,1.1,0.3,0.022000000000000002,25,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.0810546875,15.0,0.0,0.0,0.6,25.0,1.6865480854231356,0.0,0.0,nan,215.70000000000002,216.3,260.9005989334377
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.009,1.1,0.3,0.022000000000000002,26,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.07470703125,17.0,0.0,0.0,0.5666666666666667,30.0,1.913347760857717,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.009,1.1,0.3,0.022000000000000002,27,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.073974609375,10.0,0.0,0.0,0.6666666666666666,15.0,1.5,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.009,1.1,0.3,0.022000000000000002,28,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.083984375,16.0,0.0,0.0,0.4444444444444444,36.0,2.1093171288357757,0.0,0.0,nan,134.7,135.2,182.45149573289416
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.009,1.1,0.3,0.022000000000000002,29,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.078857421875,14.0,0.0,0.0,0.5,28.0,2.0466498259849146,0.0,0.0,nan,131.3,133.1,180.88754745161492
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.009,1.2,0.3,0.024,0,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.093505859375,11.0,0.0,0.0,0.55,20.0,1.4658650451451907,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.009,1.2,0.3,0.024,1,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.0888671875,8.0,0.0,0.0,0.5333333333333333,15.0,1.3919410907075054,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.009,1.2,0.3,0.024,2,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.08056640625,10.0,0.0,0.0,0.5555555555555556,18.0,1.5652475842498528,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.009,1.2,0.3,0.024,3,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.097412109375,12.0,0.0,0.0,0.5,24.0,1.8162078931419472,0.0,0.0,nan,144.3,145.70000000000002,189.61897967111227
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.009,1.2,0.3,0.024,4,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.080078125,13.0,0.0,0.0,0.43333333333333335,30.0,1.8493561969494319,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.009,1.2,0.3,0.024,5,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.08837890625,15.0,0.0,0.0,0.3125,48.0,2.6649994788408913,0.0,0.0,nan,220.0,221.8,266.6018895272229
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.009,1.2,0.3,0.024,6,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.09130859375,12.0,0.0,0.0,0.5,24.0,1.863389981249825,0.0,0.0,nan,157.5,159.70000000000002,190.43769601595832
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.009,1.2,0.3,0.024,7,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.08544921875,9.0,0.0,0.0,0.6,15.0,1.5234788000891208,0.0,0.0,nan,193.9,194.9,244.76714170263932
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.009,1.2,0.3,0.024,8,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.09521484375,14.0,0.0,0.0,0.56,25.0,1.7569105537498348,0.0,0.0,nan,173.9,174.70000000000002,217.50980100764798
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.009,1.2,0.3,0.024,9,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.087890625,23.0,0.0,0.0,0.4791666666666667,48.0,2.6188209298044516,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.009,1.2,0.3,0.024,10,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.088134765625,11.0,0.0,0.0,0.39285714285714285,28.0,1.827250112931071,0.0,0.0,nan,220.6,221.20000000000002,261.0878181125849
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.009,1.2,0.3,0.024,11,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.074462890625,13.0,0.0,0.0,0.52,25.0,1.7541160386140584,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.009,1.2,0.3,0.024,12,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.094970703125,12.0,0.0,0.0,0.48,25.0,1.8008485654145259,0.0,0.0,nan,114.8,116.2,161.6026806307025
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.009,1.2,0.3,0.024,13,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.093994140625,14.0,0.0,0.0,0.5833333333333334,24.0,2.0664965916413474,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.009,1.2,0.3,0.024,14,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.09521484375,17.0,0.0,0.0,0.425,40.0,2.308401984746892,0.0,0.0,nan,225.6,226.70000000000002,268.92782756721573
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.009,1.2,0.3,0.024,15,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.0859375,12.0,0.0,0.0,0.48,25.0,1.6811867501526678,0.0,0.0,nan,212.8,213.4,259.5522864095312
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.009,1.2,0.3,0.024,16,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.081787109375,7.0,0.0,0.0,0.7777777777777778,9.0,1.0879675865519869,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.009,1.2,0.3,0.024,17,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.076416015625,12.0,0.0,0.0,0.5,24.0,1.8689717910004837,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.009,1.2,0.3,0.024,18,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.091064453125,14.0,0.0,0.0,0.35,40.0,2.396851676508931,0.0,0.0,nan,188.3,189.8,238.37992145721927
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.009,1.2,0.3,0.024,19,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.09423828125,14.0,0.0,0.0,0.3888888888888889,36.0,2.5734119335216885,0.0,0.0,nan,85.3,85.7,133.0222512489115
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.009,1.2,0.3,0.024,20,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.079833984375,10.0,0.0,0.0,0.5,20.0,1.5652475842498528,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.009,1.2,0.3,0.024,21,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.084228515625,10.0,0.0,0.0,0.5,20.0,1.5874507866387544,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.009,1.2,0.3,0.024,22,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.088134765625,9.0,0.0,0.0,0.5625,16.0,1.314684396244359,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.009,1.2,0.3,0.024,23,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.0869140625,9.0,0.0,0.0,0.6,15.0,1.4740554623801778,0.0,0.0,nan,117.4,120.5,168.47523392726893
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.009,1.2,0.3,0.024,24,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.0966796875,10.0,0.0,0.0,0.5555555555555556,18.0,1.8973665961010275,0.0,0.0,nan,nan,nan,nan
