model,init_mode,N,dx,dt,tmax,preeq_steps,a_f,b,c,D_f,label,a_i,D_i,sample_id,phi_b,phi_s,ordered_threshold,q_threshold,ordered_fraction_threshold,cluster_threshold,p_seed,c_seed,t_nuc_area,t_nuc_cluster,t_tr
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,3.0,0.3,0.06,10,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.29638671875,31.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,3.0,0.3,0.06,11,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.29736328125,36.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,3.0,0.3,0.06,12,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.283203125,29.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,3.0,0.3,0.06,13,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.29443359375,39.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,3.0,0.3,0.06,14,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.271240234375,46.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,3.0,0.3,0.06,15,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.278076171875,31.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,3.0,0.3,0.06,16,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.297607421875,101.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,3.0,0.3,0.06,17,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.271240234375,32.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,3.0,0.3,0.06,18,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.283935546875,74.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,3.0,0.3,0.06,19,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.287353515625,26.0,nan,nan,nan
