model,init_mode,N,dx,dt,tmax,preeq_steps,a_f,b,c,D_f,label,a_i,D_i,sample_id,phi_b,phi_s,ordered_threshold,q_threshold,ordered_fraction_threshold,cluster_threshold,p_seed,c_seed,p_ordered_seed,c_ordered_seed,seed_compactness,seed_bbox_area,seed_rg,ordered_seed_compactness,ordered_seed_bbox_area,ordered_seed_rg,t_nuc_area,t_nuc_cluster,t_tr
phi6,preeq,64,1.0,0.02,300.0,1000,0.02,1.0,1.0,0.009,1.1,0.3,0.022000000000000002,22,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.070068359375,8.0,0.0,0.0,0.5333333333333333,15.0,1.3635890143294642,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,1000,0.02,1.0,1.0,0.009,1.1,0.3,0.022000000000000002,23,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.08056640625,12.0,0.0,0.0,0.5,24.0,1.7950549357115015,0.0,0.0,nan,278.7,280.40000000000003,nan
phi6,preeq,64,1.0,0.02,300.0,1000,0.02,1.0,1.0,0.009,1.1,0.3,0.022000000000000002,24,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.070556640625,9.0,0.0,0.0,0.5,18.0,1.6703662642636565,0.0,0.0,nan,113.4,114.8,160.93260419094983
phi6,preeq,64,1.0,0.02,300.0,1000,0.02,1.0,1.0,0.009,1.1,0.3,0.022000000000000002,25,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.076904296875,9.0,0.0,0.0,0.75,12.0,1.2957670877434,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,1000,0.02,1.0,1.0,0.009,1.1,0.3,0.022000000000000002,26,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.0869140625,18.0,0.0,0.0,0.42857142857142855,42.0,2.2539403083445326,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,1000,0.02,1.0,1.0,0.009,1.1,0.3,0.022000000000000002,27,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.091796875,16.0,0.0,0.0,0.5333333333333333,30.0,1.8371173070873836,0.0,0.0,nan,115.3,116.60000000000001,154.61175330269958
phi6,preeq,64,1.0,0.02,300.0,1000,0.02,1.0,1.0,0.009,1.1,0.3,0.022000000000000002,28,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.063232421875,6.0,0.0,0.0,0.75,8.0,1.0801234497346435,0.0,0.0,nan,295.5,297.6,nan
phi6,preeq,64,1.0,0.02,300.0,1000,0.02,1.0,1.0,0.009,1.1,0.3,0.022000000000000002,29,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.065185546875,5.0,0.0,0.0,0.625,8.0,1.2328828005937953,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,1000,0.02,1.0,1.0,0.009,1.2,0.3,0.024,0,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.088134765625,12.0,0.0,0.0,0.48,25.0,1.8408935028645432,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,1000,0.02,1.0,1.0,0.009,1.2,0.3,0.024,1,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.08544921875,12.0,0.0,0.0,0.48,25.0,1.7638342073763937,0.0,0.0,nan,144.5,147.3,190.16848304090425
phi6,preeq,64,1.0,0.02,300.0,1000,0.02,1.0,1.0,0.009,1.2,0.3,0.024,2,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.089111328125,13.0,0.0,0.0,0.65,20.0,1.5499570522776835,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,1000,0.02,1.0,1.0,0.009,1.2,0.3,0.024,3,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.093505859375,8.0,0.0,0.0,0.6666666666666666,12.0,1.1989578808281798,0.0,0.0,nan,201.9,203.1,248.22234279631488
phi6,preeq,64,1.0,0.02,300.0,1000,0.02,1.0,1.0,0.009,1.2,0.3,0.024,4,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.10107421875,20.0,0.0,0.0,0.5555555555555556,36.0,2.1418449990603894,0.0,0.0,nan,144.8,145.6,187.71191126137987
phi6,preeq,64,1.0,0.02,300.0,1000,0.02,1.0,1.0,0.009,1.2,0.3,0.024,5,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.09228515625,32.0,0.0,0.0,0.45714285714285713,70.0,3.041060156425716,0.0,0.0,nan,153.6,155.3,202.25980185210406
phi6,preeq,64,1.0,0.02,300.0,1000,0.02,1.0,1.0,0.009,1.2,0.3,0.024,6,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.08935546875,23.0,0.0,0.0,0.38333333333333336,60.0,2.7717178174798653,0.0,0.0,nan,178.9,181.70000000000002,226.43511129831012
