model,init_mode,N,dx,dt,tmax,preeq_steps,a_f,b,c,D_f,label,a_i,D_i,sample_id,phi_b,phi_s,ordered_threshold,q_threshold,ordered_fraction_threshold,cluster_threshold,p_seed,c_seed,p_ordered_seed,c_ordered_seed,seed_compactness,seed_bbox_area,seed_rg,ordered_seed_compactness,ordered_seed_bbox_area,ordered_seed_rg,t_nuc_area,t_nuc_cluster,t_tr
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.05,0.3,0.021,45,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.061279296875,12.0,0.0,0.0,0.48,25.0,1.6976290656219468,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.05,0.3,0.021,46,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.064697265625,7.0,0.0,0.0,0.5833333333333334,12.0,1.1065666703449764,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.05,0.3,0.021,47,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.060791015625,7.0,0.0,0.0,0.7,10.0,1.4568627181693672,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.05,0.3,0.021,48,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.06982421875,13.0,0.0,0.0,0.65,20.0,1.6533988661695904,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.05,0.3,0.021,49,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.060546875,8.0,0.0,0.0,0.5,16.0,1.2930100540985752,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,0,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.078125,9.0,0.0,0.0,0.5625,16.0,1.3517250067329378,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,1,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.072265625,10.0,0.0,0.0,0.5,20.0,1.4560219778561037,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,2,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.06494140625,11.0,0.0,0.0,0.4583333333333333,24.0,1.9155734096095889,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,3,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.078857421875,10.0,0.0,0.0,0.6666666666666666,15.0,1.407124727947029,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,4,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.076904296875,10.0,0.0,0.0,0.3333333333333333,30.0,1.9621416870348585,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,5,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.0791015625,10.0,0.0,0.0,0.625,16.0,1.3038404810405297,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,6,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.0791015625,6.0,0.0,0.0,0.5,12.0,1.3844373104863459,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,7,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.0703125,11.0,0.0,0.0,0.55,20.0,1.4488524955008388,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,8,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.08251953125,8.0,0.0,0.0,0.6666666666666666,12.0,1.299038105676658,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,9,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.0771484375,15.0,0.0,0.0,0.5,30.0,1.8997075798366678,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,10,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.070068359375,11.0,0.0,0.0,0.36666666666666664,30.0,2.0082474576704112,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,11,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.068603515625,9.0,0.0,0.0,0.5625,16.0,1.4740554623801778,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,12,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.076904296875,8.0,0.0,0.0,0.5333333333333333,15.0,1.571225636247067,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,13,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.080078125,9.0,0.0,0.0,0.375,24.0,1.7497795275581802,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,14,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.066650390625,7.0,0.0,0.0,0.4375,16.0,1.261680123761121,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,15,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.080322265625,11.0,0.0,0.0,0.6875,16.0,1.4882459585222636,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,16,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.070068359375,8.0,0.0,0.0,0.5333333333333333,15.0,1.5612494995995996,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,17,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.079345703125,13.0,0.0,0.0,0.5416666666666666,24.0,1.716608738801646,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,18,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.076416015625,11.0,0.0,0.0,0.7333333333333333,15.0,1.4545454545454546,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,19,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.07568359375,12.0,0.0,0.0,0.48,25.0,1.7756063127218764,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,20,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.074951171875,8.0,0.0,0.0,0.5333333333333333,15.0,1.3863170633011772,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,21,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.076904296875,7.0,0.0,0.0,0.4666666666666667,15.0,1.551825784457174,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,22,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.07861328125,11.0,0.0,0.0,0.4583333333333333,24.0,1.6313053131751236,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,23,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.0791015625,8.0,0.0,0.0,0.5,16.0,1.3863170633011772,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,24,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.076416015625,11.0,0.0,0.0,0.7333333333333333,15.0,1.6006197146962737,0.0,0.0,nan,294.6,295.8,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,25,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.078857421875,10.0,0.0,0.0,0.5555555555555556,18.0,1.794435844492636,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,26,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.078857421875,13.0,0.0,0.0,0.4642857142857143,28.0,1.8652854850741754,0.0,0.0,nan,233.9,237.20000000000002,280.81410340057937
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,27,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.0654296875,7.0,0.0,0.0,0.5833333333333334,12.0,1.2936264483053452,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,28,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.0791015625,11.0,0.0,0.0,0.6111111111111112,18.0,1.6614242620451878,0.0,0.0,nan,nan,nan,nan
