model,init_mode,N,dx,dt,tmax,preeq_steps,a_f,b,c,D_f,label,a_i,D_i,sample_id,phi_b,phi_s,ordered_threshold,q_threshold,ordered_fraction_threshold,cluster_threshold,p_seed,c_seed,p_ordered_seed,c_ordered_seed,seed_compactness,seed_bbox_area,seed_rg,ordered_seed_compactness,ordered_seed_bbox_area,ordered_seed_rg,t_nuc_area,t_nuc_cluster,t_tr
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.05,0.3,0.021,12,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.062744140625,7.0,0.0,0.0,0.5833333333333334,12.0,1.1428571428571428,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.05,0.3,0.021,13,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.077392578125,13.0,0.0,0.0,0.43333333333333335,30.0,1.942973990817706,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.05,0.3,0.021,14,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.064697265625,9.0,0.0,0.0,0.6,15.0,1.4740554623801778,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.05,0.3,0.021,15,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.0791015625,8.0,0.0,0.0,0.6666666666666666,12.0,1.340475661845451,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.05,0.3,0.021,16,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.072509765625,14.0,0.0,0.0,0.5,28.0,2.0714285714285716,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.05,0.3,0.021,17,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.058837890625,12.0,0.0,0.0,0.6,20.0,1.5877132402714709,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.05,0.3,0.021,18,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.068115234375,11.0,0.0,0.0,0.55,20.0,1.6006197146962735,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.05,0.3,0.021,19,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.076171875,15.0,0.0,0.0,0.6,25.0,1.710100711784088,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.05,0.3,0.021,20,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.07080078125,7.0,0.0,0.0,0.5833333333333334,12.0,1.178030178747903,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.05,0.3,0.021,21,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.071533203125,10.0,0.0,0.0,0.625,16.0,1.3638181696985856,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.05,0.3,0.021,22,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.060791015625,8.0,0.0,0.0,0.6666666666666666,12.0,1.2624381172952597,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.05,0.3,0.021,23,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.06298828125,8.0,0.0,0.0,0.8,10.0,1.4469796128487782,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.05,0.3,0.021,24,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.06396484375,11.0,0.0,0.0,0.55,20.0,1.6363636363636362,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.05,0.3,0.021,25,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.057373046875,8.0,0.0,0.0,0.5,16.0,1.4737282653189494,0.0,0.0,nan,286.90000000000003,289.5,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.05,0.3,0.021,26,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.069091796875,13.0,0.0,0.0,0.5416666666666666,24.0,2.4129826371320187,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.05,0.3,0.021,27,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.06494140625,10.0,0.0,0.0,0.5,20.0,1.5394804318340651,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.05,0.3,0.021,28,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.06640625,12.0,0.0,0.0,0.6,20.0,1.5634719199411433,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.05,0.3,0.021,29,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.05810546875,7.0,0.0,0.0,0.5833333333333334,12.0,1.2453996981544782,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.05,0.3,0.021,30,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.072998046875,15.0,0.0,0.0,0.5,30.0,1.9090428084368471,0.0,0.0,nan,230.3,231.8,279.03391876404663
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.05,0.3,0.021,31,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.063720703125,8.0,0.0,0.0,0.8888888888888888,9.0,1.103970108290981,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.05,0.3,0.021,32,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.07861328125,15.0,0.0,0.0,0.625,24.0,2.004439517116388,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.05,0.3,0.021,33,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.0771484375,18.0,0.0,0.0,0.375,48.0,2.2621414523891477,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.05,0.3,0.021,34,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.061767578125,5.0,0.0,0.0,0.625,8.0,1.2328828005937953,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.05,0.3,0.021,35,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.070068359375,15.0,0.0,0.0,0.625,24.0,1.6573070526208074,0.0,0.0,nan,114.8,115.9,163.48980371222078
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.05,0.3,0.021,36,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.07470703125,13.0,0.0,0.0,0.4642857142857143,28.0,2.1838568563966754,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.05,0.3,0.021,37,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.05859375,9.0,0.0,0.0,0.5625,16.0,1.3425606637327303,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.05,0.3,0.021,38,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.069580078125,13.0,0.0,0.0,0.5416666666666666,24.0,2.2819072267986655,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.05,0.3,0.021,39,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.0712890625,10.0,0.0,0.0,0.5555555555555556,18.0,1.7262676501632068,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.05,0.3,0.021,40,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.065185546875,7.0,0.0,0.0,0.5833333333333334,12.0,1.2936264483053452,0.0,0.0,nan,119.7,120.8,159.28228061843703
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.05,0.3,0.021,41,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.078857421875,8.0,0.0,0.0,0.4444444444444444,18.0,1.7853571071357126,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.05,0.3,0.021,42,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.07373046875,21.0,0.0,0.0,0.6,35.0,2.1863314825236184,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.05,0.3,0.021,43,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.064208984375,8.0,0.0,0.0,0.8888888888888888,9.0,1.103970108290981,0.0,0.0,nan,296.2,297.7,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.05,0.3,0.021,44,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.0634765625,12.0,0.0,0.0,0.6,20.0,1.7219981933143185,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.05,0.3,0.021,45,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.058349609375,10.0,0.0,0.0,0.5,20.0,1.711724276862369,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.05,0.3,0.021,46,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.06884765625,14.0,0.0,0.0,0.4666666666666667,30.0,2.0946968998021687,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.05,0.3,0.021,47,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.077392578125,17.0,0.0,0.0,0.37777777777777777,45.0,2.872130733113812,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.05,0.3,0.021,48,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.057861328125,8.0,0.0,0.0,0.6666666666666666,12.0,1.357847561400027,0.0,0.0,nan,217.70000000000002,220.6,257.8153393535282
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.05,0.3,0.021,49,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.06884765625,8.0,0.0,0.0,0.6666666666666666,12.0,1.2930100540985752,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,0,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.077392578125,16.0,0.0,0.0,0.6666666666666666,24.0,1.7533450173881922,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,1,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.075439453125,10.0,0.0,0.0,0.8333333333333334,12.0,1.284523257866513,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,2,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.0634765625,7.0,0.0,0.0,0.5833333333333334,12.0,1.3401187885209798,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,3,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.0849609375,9.0,0.0,0.0,0.45,20.0,1.4989708403591155,0.0,0.0,nan,104.0,106.4,153.61413455586506
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,4,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.08056640625,12.0,0.0,0.0,0.75,16.0,1.4043582955293932,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,5,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.0810546875,15.0,0.0,0.0,0.6,25.0,1.6865480854231356,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,6,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.07470703125,17.0,0.0,0.0,0.5666666666666667,30.0,1.913347760857717,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,7,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.073974609375,10.0,0.0,0.0,0.6666666666666666,15.0,1.5,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,8,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.083984375,16.0,0.0,0.0,0.4444444444444444,36.0,2.1093171288357757,0.0,0.0,nan,271.7,274.90000000000003,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,9,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.078857421875,14.0,0.0,0.0,0.5,28.0,2.0466498259849146,0.0,0.0,nan,147.8,149.8,198.65678673226532
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,10,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.080322265625,11.0,0.0,0.0,0.55,20.0,1.54277843167974,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,11,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.075927734375,7.0,0.0,0.0,0.7777777777777778,9.0,1.0879675865519869,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,12,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.066650390625,9.0,0.0,0.0,0.5,18.0,1.5713484026367723,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,13,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.0810546875,11.0,0.0,0.0,0.6111111111111112,18.0,1.5850541612875175,0.0,0.0,nan,168.4,175.20000000000002,218.31292773160905
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,14,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.068115234375,11.0,0.0,0.0,0.55,20.0,1.396571954157929,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,15,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.07421875,11.0,0.0,0.0,0.6875,16.0,1.4024771473219557,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,16,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.07861328125,11.0,0.0,0.0,0.4583333333333333,24.0,1.776801844153824,0.0,0.0,nan,176.1,179.6,221.17615054602186
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,17,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.07421875,9.0,0.0,0.0,0.6,15.0,1.5234788000891208,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,18,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.080078125,13.0,0.0,0.0,0.52,25.0,1.7200522903844537,0.0,0.0,nan,236.1,236.8,280.7057768087532
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,19,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.07470703125,22.0,0.0,0.0,0.4583333333333333,48.0,2.651212103894125,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,20,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.074951171875,8.0,0.0,0.0,0.6666666666666666,12.0,1.1989578808281798,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,21,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.057861328125,13.0,0.0,0.0,0.52,25.0,1.7541160386140584,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,22,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.08154296875,12.0,0.0,0.0,0.48,25.0,1.8008485654145259,0.0,0.0,nan,118.4,120.2,167.85873935607398
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,23,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.080810546875,13.0,0.0,0.0,0.5416666666666666,24.0,2.0380986614602725,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,24,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.0810546875,14.0,0.0,0.0,0.4,35.0,2.273404351834221,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,25,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.073486328125,12.0,0.0,0.0,0.48,25.0,1.6811867501526678,0.0,0.0,nan,238.1,241.70000000000002,281.5374836990418
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,26,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.070068359375,7.0,0.0,0.0,0.7777777777777778,9.0,1.0879675865519869,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,27,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.060791015625,12.0,0.0,0.0,0.5,24.0,1.8689717910004837,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,28,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.078857421875,13.0,0.0,0.0,0.37142857142857144,35.0,2.258448962446646,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,29,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.078369140625,11.0,0.0,0.0,0.39285714285714285,28.0,2.1893808325076902,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,30,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.066162109375,9.0,0.0,0.0,0.5625,16.0,1.3425606637327303,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,31,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.069091796875,9.0,0.0,0.0,0.6,15.0,1.49071198499986,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,32,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.0732421875,9.0,0.0,0.0,0.5625,16.0,1.314684396244359,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,33,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.072265625,7.0,0.0,0.0,0.5833333333333334,12.0,1.2453996981544782,0.0,0.0,nan,159.70000000000002,162.9,206.57019582599267
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,34,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.083251953125,7.0,0.0,0.0,0.5833333333333334,12.0,1.228903609577518,0.0,0.0,nan,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,35,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.081787109375,25.0,0.0,0.0,0.3787878787878788,66.0,3.1708673892170265,0.0,0.0,nan,nan,nan,nan
