model,init_mode,N,dx,dt,tmax,preeq_steps,a_f,b,c,D_f,label,a_i,D_i,sample_id,phi_b,phi_s,ordered_threshold,q_threshold,ordered_fraction_threshold,cluster_threshold,p_seed,c_seed,t_nuc_area,t_nuc_cluster,t_tr
phi6,preeq,64,1.0,0.02,100.0,500,0.05,1.0,1.0,0.0001,1.2,0.3,0.024,1,0.2297529205473612,0.9732489894677301,0.48662449473386504,0.4736067977499789,0.001,10,0.00927734375,4.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,100.0,500,0.05,1.0,1.0,0.0001,1.2,0.3,0.024,2,0.2297529205473612,0.9732489894677301,0.48662449473386504,0.4736067977499789,0.001,10,0.00830078125,7.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,100.0,500,0.05,1.0,1.0,0.0001,1.2,0.3,0.024,3,0.2297529205473612,0.9732489894677301,0.48662449473386504,0.4736067977499789,0.001,10,0.004638671875,2.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,100.0,500,0.05,1.0,1.0,0.0001,1.2,0.3,0.024,4,0.2297529205473612,0.9732489894677301,0.48662449473386504,0.4736067977499789,0.001,10,0.0048828125,2.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,100.0,500,0.05,1.0,1.0,0.0001,1.5,0.3,0.03,0,0.2297529205473612,0.9732489894677301,0.48662449473386504,0.4736067977499789,0.001,10,0.013671875,4.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,100.0,500,0.05,1.0,1.0,0.0001,1.5,0.3,0.03,1,0.2297529205473612,0.9732489894677301,0.48662449473386504,0.4736067977499789,0.001,10,0.017578125,5.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,100.0,500,0.05,1.0,1.0,0.0001,1.5,0.3,0.03,2,0.2297529205473612,0.9732489894677301,0.48662449473386504,0.4736067977499789,0.001,10,0.01806640625,7.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,100.0,500,0.05,1.0,1.0,0.0001,1.5,0.3,0.03,3,0.2297529205473612,0.9732489894677301,0.48662449473386504,0.4736067977499789,0.001,10,0.0107421875,6.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,100.0,500,0.05,1.0,1.0,0.0001,1.5,0.3,0.03,4,0.2297529205473612,0.9732489894677301,0.48662449473386504,0.4736067977499789,0.001,10,0.016357421875,5.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,100.0,500,0.05,1.0,1.0,0.0001,2.0,0.3,0.04,0,0.2297529205473612,0.9732489894677301,0.48662449473386504,0.4736067977499789,0.001,10,0.03369140625,4.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,100.0,500,0.05,1.0,1.0,0.0001,2.0,0.3,0.04,1,0.2297529205473612,0.9732489894677301,0.48662449473386504,0.4736067977499789,0.001,10,0.035888671875,7.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,100.0,500,0.05,1.0,1.0,0.0001,2.0,0.3,0.04,2,0.2297529205473612,0.9732489894677301,0.48662449473386504,0.4736067977499789,0.001,10,0.040283203125,6.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,100.0,500,0.05,1.0,1.0,0.0001,2.0,0.3,0.04,3,0.2297529205473612,0.9732489894677301,0.48662449473386504,0.4736067977499789,0.001,10,0.038330078125,7.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,100.0,500,0.05,1.0,1.0,0.0001,2.0,0.3,0.04,4,0.2297529205473612,0.9732489894677301,0.48662449473386504,0.4736067977499789,0.001,10,0.033203125,5.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,100.0,500,0.05,1.0,1.0,0.0001,3.0,0.3,0.06,0,0.2297529205473612,0.9732489894677301,0.48662449473386504,0.4736067977499789,0.001,10,0.08349609375,12.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,100.0,500,0.05,1.0,1.0,0.0001,3.0,0.3,0.06,1,0.2297529205473612,0.9732489894677301,0.48662449473386504,0.4736067977499789,0.001,10,0.09326171875,14.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,100.0,500,0.05,1.0,1.0,0.0001,3.0,0.3,0.06,2,0.2297529205473612,0.9732489894677301,0.48662449473386504,0.4736067977499789,0.001,10,0.08203125,10.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,100.0,500,0.05,1.0,1.0,0.0001,3.0,0.3,0.06,3,0.2297529205473612,0.9732489894677301,0.48662449473386504,0.4736067977499789,0.001,10,0.08642578125,12.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,100.0,500,0.05,1.0,1.0,0.0001,3.0,0.3,0.06,4,0.2297529205473612,0.9732489894677301,0.48662449473386504,0.4736067977499789,0.001,10,0.0888671875,19.0,nan,nan,nan
