model,init_mode,N,dx,dt,tmax,preeq_steps,a_f,b,c,D_f,label,a_i,D_i,sample_id,phi_b,phi_s,ordered_threshold,q_threshold,ordered_fraction_threshold,cluster_threshold,p_seed,c_seed,p_ordered_seed,c_ordered_seed,t_nuc_area,t_nuc_cluster,t_tr
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.05,0.3,0.021,40,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.065185546875,7.0,0.0,0.0,119.7,120.8,159.28228061843703
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.05,0.3,0.021,41,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.078857421875,8.0,0.0,0.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.05,0.3,0.021,42,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.07373046875,21.0,0.0,0.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.05,0.3,0.021,43,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.064208984375,8.0,0.0,0.0,296.2,297.7,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.05,0.3,0.021,44,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.0634765625,12.0,0.0,0.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.05,0.3,0.021,45,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.058349609375,10.0,0.0,0.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.05,0.3,0.021,46,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.06884765625,14.0,0.0,0.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.05,0.3,0.021,47,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.077392578125,17.0,0.0,0.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.05,0.3,0.021,48,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.057861328125,8.0,0.0,0.0,217.70000000000002,220.6,257.8153393535282
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.05,0.3,0.021,49,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.06884765625,8.0,0.0,0.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,0,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.077392578125,16.0,0.0,0.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,1,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.075439453125,10.0,0.0,0.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,2,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.0634765625,7.0,0.0,0.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,3,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.0849609375,9.0,0.0,0.0,104.0,106.4,153.61413455586506
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,4,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.08056640625,12.0,0.0,0.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,5,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.0810546875,15.0,0.0,0.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,6,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.07470703125,17.0,0.0,0.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,7,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.073974609375,10.0,0.0,0.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,8,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.083984375,16.0,0.0,0.0,271.7,274.90000000000003,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,9,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.078857421875,14.0,0.0,0.0,147.8,149.8,198.65678673226532
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,10,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.080322265625,11.0,0.0,0.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,11,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.075927734375,7.0,0.0,0.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,12,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.066650390625,9.0,0.0,0.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,13,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.0810546875,11.0,0.0,0.0,168.4,175.20000000000002,218.31292773160905
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,14,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.068115234375,11.0,0.0,0.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,15,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.07421875,11.0,0.0,0.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,16,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.07861328125,11.0,0.0,0.0,176.1,179.6,221.17615054602186
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,17,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.07421875,9.0,0.0,0.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,18,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.080078125,13.0,0.0,0.0,236.1,236.8,280.7057768087532
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,19,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.07470703125,22.0,0.0,0.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,20,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.074951171875,8.0,0.0,0.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,21,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.057861328125,13.0,0.0,0.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,22,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.08154296875,12.0,0.0,0.0,118.4,120.2,167.85873935607398
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,23,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.080810546875,13.0,0.0,0.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,24,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.0810546875,14.0,0.0,0.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,25,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.073486328125,12.0,0.0,0.0,238.1,241.70000000000002,281.5374836990418
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,26,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.070068359375,7.0,0.0,0.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,27,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.060791015625,12.0,0.0,0.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,28,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.078857421875,13.0,0.0,0.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,29,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.078369140625,11.0,0.0,0.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,30,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.066162109375,9.0,0.0,0.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,31,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.069091796875,9.0,0.0,0.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,32,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.0732421875,9.0,0.0,0.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,33,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.072265625,7.0,0.0,0.0,159.70000000000002,162.9,206.57019582599267
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,34,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.083251953125,7.0,0.0,0.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,35,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.081787109375,25.0,0.0,0.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,36,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.0703125,8.0,0.0,0.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,37,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.066650390625,12.0,0.0,0.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,38,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.0888671875,11.0,0.0,0.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,39,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.080078125,15.0,0.0,0.0,281.7,283.8,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,40,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.07470703125,8.0,0.0,0.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,41,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.06884765625,7.0,0.0,0.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,42,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.08203125,14.0,0.0,0.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,43,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.064208984375,9.0,0.0,0.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,44,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.076171875,15.0,0.0,0.0,180.70000000000002,182.6,228.81346608024214
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,45,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.076904296875,15.0,0.0,0.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,46,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.0693359375,6.0,0.0,0.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,47,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.06982421875,9.0,0.0,0.0,195.3,196.3,241.98084858728237
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,48,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.079833984375,13.0,0.0,0.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.1,0.3,0.022000000000000002,49,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.067626953125,8.0,0.0,0.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.2,0.3,0.024,0,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.095947265625,23.0,0.0,0.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.2,0.3,0.024,1,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.0791015625,10.0,0.0,0.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.2,0.3,0.024,2,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.08740234375,14.0,0.0,0.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.2,0.3,0.024,3,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.076904296875,6.0,0.0,0.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.2,0.3,0.024,4,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.07763671875,11.0,0.0,0.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.2,0.3,0.024,5,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.093994140625,11.0,0.0,0.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,300.0,500,0.02,1.0,1.0,0.008,1.2,0.3,0.024,6,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,20,0.083740234375,13.0,0.0,0.0,nan,nan,nan
