model,init_mode,N,dx,dt,tmax,preeq_steps,a_f,b,c,D_f,label,a_i,D_i,sample_id,phi_b,phi_s,ordered_threshold,q_threshold,ordered_fraction_threshold,cluster_threshold,p_seed,c_seed,t_nuc_area,t_nuc_cluster,t_tr
phi6,preeq,64,1.0,0.02,200.0,500,0.02,1.0,1.0,0.003,1.1,0.3,0.022000000000000002,0,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.080078125,12.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,200.0,500,0.02,1.0,1.0,0.003,1.1,0.3,0.022000000000000002,1,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.069580078125,8.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,200.0,500,0.02,1.0,1.0,0.003,1.1,0.3,0.022000000000000002,2,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.069091796875,10.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,200.0,500,0.02,1.0,1.0,0.003,1.1,0.3,0.022000000000000002,3,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.068359375,12.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,200.0,500,0.02,1.0,1.0,0.003,1.1,0.3,0.022000000000000002,4,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.072998046875,7.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,200.0,500,0.02,1.0,1.0,0.003,1.1,0.3,0.022000000000000002,5,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.074462890625,15.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,200.0,500,0.02,1.0,1.0,0.003,1.1,0.3,0.022000000000000002,6,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.088623046875,10.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,200.0,500,0.02,1.0,1.0,0.003,1.1,0.3,0.022000000000000002,7,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.07177734375,11.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,200.0,500,0.02,1.0,1.0,0.003,1.1,0.3,0.022000000000000002,8,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.075927734375,13.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,200.0,500,0.02,1.0,1.0,0.003,1.1,0.3,0.022000000000000002,9,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.07177734375,11.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,200.0,500,0.02,1.0,1.0,0.003,1.2,0.3,0.024,0,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.07958984375,9.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,200.0,500,0.02,1.0,1.0,0.003,1.2,0.3,0.024,1,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.0859375,16.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,200.0,500,0.02,1.0,1.0,0.003,1.2,0.3,0.024,2,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.09912109375,20.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,200.0,500,0.02,1.0,1.0,0.003,1.2,0.3,0.024,3,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.086669921875,13.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,200.0,500,0.02,1.0,1.0,0.003,1.2,0.3,0.024,4,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.08447265625,9.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,200.0,500,0.02,1.0,1.0,0.003,1.2,0.3,0.024,5,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.07861328125,12.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,200.0,500,0.02,1.0,1.0,0.003,1.2,0.3,0.024,6,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.100830078125,18.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,200.0,500,0.02,1.0,1.0,0.003,1.2,0.3,0.024,7,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.099365234375,15.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,200.0,500,0.02,1.0,1.0,0.003,1.2,0.3,0.024,8,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.084716796875,12.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,200.0,500,0.02,1.0,1.0,0.003,1.2,0.3,0.024,9,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.082275390625,16.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,200.0,500,0.02,1.0,1.0,0.003,1.5,0.3,0.03,0,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.124755859375,11.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,200.0,500,0.02,1.0,1.0,0.003,1.5,0.3,0.03,1,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.145751953125,21.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,200.0,500,0.02,1.0,1.0,0.003,1.5,0.3,0.03,2,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.11279296875,12.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,200.0,500,0.02,1.0,1.0,0.003,1.5,0.3,0.03,3,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.130615234375,11.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,200.0,500,0.02,1.0,1.0,0.003,1.5,0.3,0.03,4,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.128662109375,16.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,200.0,500,0.02,1.0,1.0,0.003,1.5,0.3,0.03,5,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.123291015625,24.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,200.0,500,0.02,1.0,1.0,0.003,1.5,0.3,0.03,6,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.12109375,19.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,200.0,500,0.02,1.0,1.0,0.003,1.5,0.3,0.03,7,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.12060546875,16.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,200.0,500,0.02,1.0,1.0,0.003,1.5,0.3,0.03,8,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.111083984375,16.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,200.0,500,0.02,1.0,1.0,0.003,1.5,0.3,0.03,9,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.11865234375,10.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,200.0,500,0.02,1.0,1.0,0.003,2.0,0.3,0.04,0,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.186279296875,30.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,200.0,500,0.02,1.0,1.0,0.003,2.0,0.3,0.04,1,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.1806640625,18.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,200.0,500,0.02,1.0,1.0,0.003,2.0,0.3,0.04,2,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.204833984375,33.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,200.0,500,0.02,1.0,1.0,0.003,2.0,0.3,0.04,3,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.17333984375,25.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,200.0,500,0.02,1.0,1.0,0.003,2.0,0.3,0.04,4,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.184326171875,28.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,200.0,500,0.02,1.0,1.0,0.003,2.0,0.3,0.04,5,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.194091796875,34.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,200.0,500,0.02,1.0,1.0,0.003,2.0,0.3,0.04,6,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.1748046875,27.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,200.0,500,0.02,1.0,1.0,0.003,2.0,0.3,0.04,7,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.189453125,25.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,200.0,500,0.02,1.0,1.0,0.003,2.0,0.3,0.04,8,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.1826171875,19.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,200.0,500,0.02,1.0,1.0,0.003,2.0,0.3,0.04,9,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.1826171875,16.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,200.0,500,0.02,1.0,1.0,0.003,3.0,0.3,0.06,0,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.30224609375,35.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,200.0,500,0.02,1.0,1.0,0.003,3.0,0.3,0.06,1,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.274658203125,39.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,200.0,500,0.02,1.0,1.0,0.003,3.0,0.3,0.06,2,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.29248046875,75.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,200.0,500,0.02,1.0,1.0,0.003,3.0,0.3,0.06,3,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.2822265625,34.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,200.0,500,0.02,1.0,1.0,0.003,3.0,0.3,0.06,4,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.296142578125,38.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,200.0,500,0.02,1.0,1.0,0.003,3.0,0.3,0.06,5,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.283447265625,66.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,200.0,500,0.02,1.0,1.0,0.003,3.0,0.3,0.06,6,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.305419921875,51.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,200.0,500,0.02,1.0,1.0,0.003,3.0,0.3,0.06,7,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.283203125,40.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,200.0,500,0.02,1.0,1.0,0.003,3.0,0.3,0.06,8,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.2861328125,34.0,nan,nan,nan
phi6,preeq,64,1.0,0.02,200.0,500,0.02,1.0,1.0,0.003,3.0,0.3,0.06,9,0.14288753503622362,0.9897389314012417,0.49486946570062085,0.4897915761656359,0.001,10,0.292724609375,38.0,nan,nan,nan
