metric,pearson_with_q_nuc,spearman_with_q_nuc,n_configs
p_seed,0.18282626362471371,0.15180625577755907,72
c_seed,0.20517495440353048,0.23550554847291202,72
seed_compactness,-0.15606209235742868,-0.1674089677408562,72
seed_rg,0.19673759227104942,0.22470631942115682,72
seed_perimeter,0.22394291272215594,0.2596006475832975,72
seed_perimeter_to_area,-0.05271232985840737,-0.07545226728521703,72
p_ordered_seed,0.2189078802944393,0.08500600221163909,72
c_ordered_seed,0.21968008235833272,0.0901904524572955,72
